id_usuario,ingreso_mensual,nivel_endeudamiento,frecuencia_ahorro,gasto_total,ratio_gasto_ingreso,perfil_financiero
2656,2868,36.7,Media,2387.04,0.83,En riesgo
2657,5297,25.7,Alta,5212.13,0.98,Saludable
2658,4896,57.2,Alta,4742.71,0.97,En observación
2659,3002,7.1,Alta,2419.3,0.81,Saludable
2660,2310,12.1,Alta,1541.07,0.67,Saludable
2661,3910,21.0,Alta,3685.06,0.94,En observación
2662,2318,33.4,Media,2557.77,1.1,En riesgo
2663,2956,7.1,Alta,2100.26,0.71,Saludable
2664,2919,5.0,Media,1742.35,0.6,En observación
2665,5651,16.7,Baja,4922.56,0.87,En observación
2666,5606,33.7,Baja,5162.76,0.92,En observación
2667,4516,29.9,Media,4079.52,0.9,En observación
2668,3599,21.0,Alta,3204.35,0.89,Saludable
2669,2191,16.2,Media,1060.69,0.48,Saludable
2670,5154,32.7,Baja,3374.02,0.65,En observación
2671,2251,31.4,Media,1615.47,0.72,En observación
2672,1134,17.2,Media,516.1,0.46,Saludable
2673,5317,22.4,Alta,3498.99,0.66,En observación
2674,5103,28.7,Baja,4456.19,0.87,En observación
2675,5567,62.2,Alta,4697.54,0.84,Saludable
2676,2663,39.2,Alta,1795.22,0.67,En observación
2677,4382,19.4,Media,3311.95,0.76,Saludable
2678,3226,21.7,Media,3101.66,0.96,En riesgo
2679,1353,1.2,Media,955.04,0.71,Saludable
2680,3569,41.2,Media,3636.62,1.02,En observación
2681,3210,0.3,Alta,2422.63,0.75,Saludable
2682,4458,19.4,Alta,2994.4,0.67,Saludable
2683,800,13.4,Media,373.87,0.47,Saludable
2684,2723,21.9,Media,1559.75,0.57,Saludable
2685,5762,15.0,Baja,3893.75,0.68,Saludable
2686,4958,32.2,Alta,2981.02,0.6,Saludable
2687,6017,28.9,Alta,4315.92,0.72,Saludable
2688,800,27.6,Alta,646.87,0.81,En observación
2689,800,13.1,Media,516.37,0.65,Saludable
2690,3282,28.2,Media,2702.59,0.82,En observación
2691,4901,36.5,Media,3393.6,0.69,En observación
2692,5835,44.0,Baja,1458.75,0.25,En observación
2693,4692,60.1,Media,4564.11,0.97,En riesgo
2694,4818,50.2,Baja,5342.88,1.11,En riesgo
2695,1142,25.4,Media,936.66,0.82,En observación
2696,1630,5.5,Alta,1005.04,0.62,Saludable
2697,5871,43.7,Baja,5520.72,0.94,En riesgo
2698,887,23.2,Media,623.94,0.7,En observación
2699,3582,36.6,Media,3236.49,0.9,En observación
2700,800,22.8,Alta,606.29,0.76,En observación
2701,2648,37.7,Media,2124.27,0.8,En observación
2702,4896,20.1,Alta,3165.1,0.65,Saludable
2703,2540,37.6,Media,1578.93,0.62,En observación
2704,3350,33.2,Baja,2235.28,0.67,En observación
2705,3644,33.0,Baja,2730.24,0.75,En riesgo
2706,2014,29.0,Alta,940.03,0.47,Saludable
2707,1827,25.8,Media,1247.89,0.68,En observación
2708,2671,21.1,Alta,2693.58,1.01,En observación
2709,2658,26.2,Alta,2780.7,1.05,En observación
2710,2466,19.7,Media,1605.75,0.65,Saludable
2711,1581,13.1,Baja,949.74,0.6,En observación
2712,2928,26.9,Baja,2865.39,0.98,En riesgo
2713,3077,20.5,Alta,1828.98,0.59,Saludable
2714,3193,24.2,Alta,1927.1,0.6,Saludable
2715,3980,10.3,Alta,3697.72,0.93,Saludable
2716,3276,9.9,Baja,2449.71,0.75,En observación
2717,3425,52.1,Baja,2678.3,0.78,En observación
2718,2433,38.9,Baja,2393.5,0.98,En riesgo
2719,4533,39.1,Alta,4557.62,1.01,Saludable
2720,4501,44.8,Alta,2291.14,0.51,Saludable
2721,2224,19.1,Baja,1475.16,0.66,En observación
2722,4799,46.2,Alta,2875.52,0.6,Saludable
2723,5474,39.7,Baja,4187.15,0.76,En riesgo
2724,3455,37.9,Baja,2382.25,0.69,En observación
2725,1234,19.7,Baja,775.12,0.63,En observación
2726,2110,22.0,Media,1007.33,0.48,En observación
2727,3376,4.4,Media,2024.69,0.6,Saludable
2728,2685,19.5,Alta,1977.7,0.74,Saludable
2729,1345,38.3,Media,815.0,0.61,En observación
2730,3447,22.1,Baja,1950.11,0.57,En observación
2731,5938,9.6,Alta,6262.31,1.05,Saludable
2732,3553,13.7,Baja,2171.49,0.61,En observación
2733,1931,26.9,Baja,1306.78,0.68,En riesgo
2734,1751,31.5,Alta,1391.37,0.79,Saludable
2735,4530,24.0,Baja,1365.21,0.3,En observación
2736,1825,14.3,Media,1594.73,0.87,En observación
2737,4877,48.2,Alta,3091.59,0.63,En observación
2738,2367,63.5,Media,1480.01,0.63,En riesgo
2739,4766,34.7,Media,2999.25,0.63,En observación
2740,800,33.4,Alta,650.34,0.81,En observación
2741,800,11.0,Baja,492.27,0.62,En observación
2742,3934,27.4,Media,3400.33,0.86,En observación
2743,4415,37.1,Media,3611.29,0.82,En observación
2744,6246,37.4,Media,3595.82,0.58,En observación
2745,4629,21.2,Alta,4379.35,0.95,En observación
2746,800,34.5,Baja,541.53,0.68,En observación
2747,4916,32.9,Baja,5160.55,1.05,En riesgo
2748,4437,42.1,Alta,3250.0,0.73,En observación
2749,2608,23.7,Alta,1339.87,0.51,Saludable
2750,3988,47.7,Baja,3558.91,0.89,En riesgo
2751,1733,36.5,Alta,1646.24,0.95,En observación
2752,5127,26.8,Alta,3414.63,0.67,Saludable
2753,3416,28.8,Alta,2689.08,0.79,Saludable
2754,3300,18.3,Baja,3034.32,0.92,En observación
2755,3238,18.8,Baja,1652.21,0.51,En observación
2756,4332,5.6,Media,3844.07,0.89,En observación
2757,3687,54.0,Baja,2909.08,0.79,En observación
2758,4048,33.7,Baja,2596.41,0.64,En observación
2759,999,44.9,Media,591.35,0.59,En observación
2760,3329,36.5,Media,2594.98,0.78,En observación
2761,2741,13.0,Baja,1944.9,0.71,En observación
2762,3494,42.9,Alta,3535.83,1.01,En observación
2763,3220,62.6,Media,3252.14,1.01,En observación
2764,4081,30.0,Baja,3667.85,0.9,En observación
2765,2241,19.9,Baja,1450.05,0.65,En observación
2766,1728,20.7,Media,739.55,0.43,En observación
2767,5407,25.1,Alta,3765.27,0.7,Saludable
2768,5712,36.1,Alta,3566.82,0.62,Saludable
2769,1827,31.1,Baja,1154.74,0.63,En observación
2770,2671,14.1,Media,1437.36,0.54,En observación
2771,4833,56.0,Media,4094.47,0.85,En observación
2772,5485,29.5,Media,4331.79,0.79,En observación
2773,800,54.1,Alta,670.7,0.84,En observación
2774,3407,32.5,Alta,2188.96,0.64,En observación
2775,1539,32.8,Alta,1309.82,0.85,En observación
2776,4056,15.1,Media,2336.87,0.58,Saludable
2777,4518,1.9,Baja,3813.03,0.84,En observación
2778,3211,9.9,Alta,1916.03,0.6,Saludable
2779,3549,24.3,Media,2587.33,0.73,En observación
2780,4161,28.9,Media,3939.35,0.95,En observación
2781,4120,30.8,Baja,3577.47,0.87,En riesgo
2782,5091,43.5,Baja,2885.14,0.57,En observación
2783,2448,44.6,Media,1141.42,0.47,En observación
2784,4044,47.4,Baja,3164.27,0.78,En observación
2785,2061,12.3,Alta,1346.18,0.65,Saludable
2786,1752,52.1,Media,896.06,0.51,En observación
2787,5278,43.5,Alta,3299.39,0.63,En observación
2788,1584,43.7,Media,1166.91,0.74,En observación
2789,1664,0.0,Alta,936.94,0.56,Saludable
2790,2896,27.5,Baja,2513.73,0.87,En riesgo
2791,5488,15.4,Baja,2197.05,0.4,En observación
2792,6903,32.8,Alta,3598.62,0.52,En observación
2793,3338,28.3,Media,3040.93,0.91,En observación
2794,1721,25.1,Media,1495.56,0.87,En observación
2795,3893,44.0,Alta,2666.28,0.68,En observación
2796,800,23.3,Alta,710.0,0.89,Saludable
2797,2801,14.4,Baja,2606.63,0.93,En observación
2798,4738,4.1,Baja,3416.66,0.72,En observación
2799,3079,20.8,Alta,2117.43,0.69,En observación
2800,800,56.7,Alta,669.67,0.84,En observación
2801,4860,8.2,Media,3063.52,0.63,Saludable
2802,5548,29.3,Media,4610.44,0.83,En observación
2803,4230,55.2,Alta,3930.49,0.93,En observación
2804,4513,38.7,Media,3796.27,0.84,En riesgo
2805,5157,28.1,Baja,4463.58,0.87,En observación
2806,2115,26.0,Media,1557.21,0.74,Saludable
2807,4790,0.0,Alta,5933.22,1.24,En observación
2808,3108,30.1,Baja,2500.49,0.8,En observación
2809,3789,27.8,Baja,2777.45,0.73,En observación
2810,1530,30.6,Baja,1192.51,0.78,En observación
2811,3176,47.1,Media,2179.82,0.69,En observación
2812,5446,28.8,Media,4294.73,0.79,En observación
2813,5356,26.1,Baja,5254.26,0.98,En observación
2814,2211,40.2,Baja,1537.0,0.7,En riesgo
2815,800,30.1,Media,533.82,0.67,Saludable
2816,2670,21.4,Media,1979.44,0.74,Saludable
2817,3974,50.5,Baja,3181.45,0.8,En riesgo
2818,5142,48.5,Media,5587.43,1.09,En observación
2819,2422,41.8,Media,2125.28,0.88,En observación
2820,6334,30.2,Media,5236.37,0.83,En observación
2821,6703,25.0,Media,4655.38,0.69,En observación
2822,2533,19.1,Alta,1660.97,0.66,Saludable
2823,2322,59.2,Alta,2048.97,0.88,En observación
2824,5266,57.5,Alta,2270.4,0.43,Saludable
2825,2294,23.0,Baja,1596.39,0.7,En observación
2826,3829,30.5,Media,2373.56,0.62,Saludable
2827,2011,21.8,Alta,1418.81,0.71,Saludable
2828,2764,13.0,Media,2010.4,0.73,Saludable
2829,2227,10.4,Alta,1608.72,0.72,Saludable
2830,4860,36.1,Baja,3583.89,0.74,En observación
2831,4071,40.4,Baja,3157.81,0.78,En riesgo
2832,4189,43.7,Alta,3242.46,0.77,En observación
2833,2305,23.1,Baja,1873.7,0.81,En observación
2834,4261,46.5,Media,2102.83,0.49,Saludable
2835,3844,19.1,Media,4997.2,1.3,En riesgo
2836,3383,22.3,Baja,2244.86,0.66,En observación
2837,3668,23.1,Media,2570.65,0.7,En observación
2838,5577,33.8,Alta,2836.31,0.51,Saludable
2839,5831,50.5,Alta,5144.09,0.88,En observación
2840,3580,39.4,Alta,2246.31,0.63,En observación
2841,5494,21.2,Media,3268.6,0.59,En observación
2842,3160,39.7,Alta,2112.19,0.67,En observación
2843,1565,48.8,Baja,958.29,0.61,En observación
2844,3857,26.2,Alta,2122.39,0.55,Saludable
2845,3487,44.6,Media,2982.4,0.86,En observación
2846,4218,29.6,Media,2078.0,0.49,Saludable
2847,3195,27.6,Alta,2885.65,0.9,En observación
2848,4408,25.8,Baja,2210.54,0.5,En observación
2849,4288,0.0,Baja,2572.02,0.6,Saludable
2850,3678,17.9,Baja,2733.25,0.74,En observación
2851,3261,19.3,Media,2070.68,0.63,Saludable
2852,4070,38.6,Baja,2487.95,0.61,En riesgo
2853,3028,53.0,Media,1921.02,0.63,Saludable
2854,4103,33.7,Alta,3102.65,0.76,Saludable
2855,3448,22.3,Alta,2398.35,0.7,En observación
2856,3776,39.1,Media,2674.4,0.71,En observación
2857,1770,24.4,Media,442.5,0.25,Saludable
2858,3377,38.5,Alta,2369.43,0.7,En observación
2859,800,29.1,Alta,358.15,0.45,Saludable
2860,3219,49.1,Media,2629.33,0.82,En observación
2861,3471,19.3,Alta,2263.38,0.65,Saludable
2862,1422,38.9,Alta,967.06,0.68,En observación
2863,4942,4.9,Baja,3189.15,0.65,Saludable
2864,800,14.5,Baja,951.54,1.19,En riesgo
2865,6376,42.4,Alta,3930.6,0.62,Saludable
2866,4383,36.6,Alta,2831.76,0.65,Saludable
2867,8432,27.9,Baja,5829.61,0.69,En observación
2868,3136,31.8,Alta,3078.46,0.98,En observación
2869,1756,27.6,Media,1170.21,0.67,En observación
2870,5257,31.6,Alta,2732.73,0.52,Saludable
2871,3523,35.0,Alta,2404.69,0.68,Saludable
2872,2611,29.6,Media,838.4,0.32,Saludable
2873,2559,48.1,Baja,1544.39,0.6,En observación
2874,3840,49.5,Alta,3752.69,0.98,En observación
2875,2787,20.0,Baja,1969.32,0.71,En observación
2876,4330,36.3,Baja,3708.75,0.86,En riesgo
2877,6294,31.9,Alta,5966.1,0.95,En observación
2878,5278,45.9,Alta,4916.54,0.93,En observación
2879,2497,9.1,Baja,1854.75,0.74,En observación
2880,3035,41.8,Alta,2737.3,0.9,En observación
2881,5475,0.0,Alta,2901.23,0.53,Saludable
2882,2270,35.0,Baja,1821.01,0.8,En riesgo
2883,4394,15.7,Baja,2332.02,0.53,En observación
2884,2555,6.4,Media,2362.97,0.92,En observación
2885,5836,32.8,Alta,5034.53,0.86,En observación
2886,2538,46.7,Media,2029.31,0.8,En riesgo
2887,3779,49.4,Baja,2986.3,0.79,En observación
2888,5678,15.8,Alta,5539.18,0.98,En observación
2889,5264,47.0,Baja,4355.57,0.83,En riesgo
2890,4134,0.0,Alta,3188.55,0.77,Saludable
2891,3757,12.9,Alta,2016.41,0.54,Saludable
2892,5104,29.9,Media,3997.75,0.78,En observación
2893,4355,19.9,Baja,4045.24,0.93,En observación
2894,2870,30.3,Alta,1847.11,0.64,Saludable
2895,2694,37.0,Media,2610.17,0.97,En observación
2896,3304,36.9,Baja,2218.79,0.67,En observación
2897,4333,46.2,Media,2777.11,0.64,En observación
2898,3039,15.5,Baja,2588.04,0.85,En observación
2899,7000,49.4,Alta,5265.85,0.75,En observación
2900,1045,67.9,Media,672.73,0.64,En observación
2901,800,37.3,Media,440.69,0.55,En observación
2902,2684,13.8,Alta,1624.4,0.61,Saludable
2903,1578,18.8,Baja,1371.9,0.87,En riesgo
2904,4216,16.2,Alta,2883.4,0.68,Saludable
2905,2976,43.5,Media,2348.5,0.79,En observación
2906,3028,49.9,Alta,2180.26,0.72,Saludable
2907,6766,2.6,Media,4174.8,0.62,Saludable
2908,7262,57.1,Alta,7399.3,1.02,En observación
2909,7139,35.5,Baja,6610.05,0.93,En riesgo
2910,3426,26.2,Media,2440.22,0.71,En observación
2911,4051,29.5,Media,4138.96,1.02,Saludable
2912,4265,40.8,Baja,4079.27,0.96,En riesgo
2913,3812,44.8,Alta,3882.18,1.02,En observación
2914,3900,55.2,Baja,1433.93,0.37,En observación
2915,5699,46.4,Alta,4810.18,0.84,En observación
2916,2177,21.1,Baja,2239.35,1.03,En observación
2917,3652,18.7,Baja,3293.01,0.9,En observación
2918,3354,4.7,Media,1541.48,0.46,Saludable
2919,1512,61.6,Media,572.94,0.38,En observación
2920,3525,24.5,Alta,1943.17,0.55,Saludable
2921,2014,25.7,Baja,2218.11,1.1,En riesgo
2922,5274,37.6,Alta,5012.91,0.95,Saludable
2923,3043,49.6,Baja,1969.09,0.65,En riesgo
2924,5726,23.0,Baja,3775.9,0.66,En observación
2925,2556,11.5,Media,2114.29,0.83,Saludable
2926,4406,39.4,Baja,1987.03,0.45,En riesgo
2927,4270,41.2,Media,2619.39,0.61,En observación
2928,5190,28.5,Media,5762.7,1.11,En observación
2929,5211,34.4,Baja,4457.46,0.86,En observación
2930,4057,19.0,Baja,2424.66,0.6,En observación
2931,3179,15.0,Alta,2178.75,0.69,Saludable
2932,5651,19.6,Alta,4776.64,0.85,En observación
2933,2750,38.0,Alta,1552.61,0.56,En observación
2934,4905,27.1,Media,2996.42,0.61,En observación
2935,2990,59.3,Media,1582.92,0.53,En observación
2936,3472,28.2,Media,2536.12,0.73,En observación
2937,4810,39.1,Media,3970.19,0.83,Saludable
2938,3950,5.2,Media,3422.03,0.87,En observación
2939,2111,26.1,Media,1355.51,0.64,En observación
2940,3643,55.9,Baja,3003.57,0.82,En riesgo
2941,3602,42.3,Alta,1574.85,0.44,Saludable
2942,3395,40.9,Alta,2431.55,0.72,Saludable
2943,3511,13.8,Alta,1416.52,0.4,Saludable
2944,4369,37.0,Baja,4301.4,0.98,En observación
2945,1353,28.9,Alta,930.12,0.69,Saludable
2946,3380,20.8,Media,1417.97,0.42,Saludable
2947,1795,33.5,Baja,1134.29,0.63,En riesgo
2948,5906,40.2,Baja,2780.64,0.47,En riesgo
2949,5864,30.3,Alta,5794.38,0.99,En observación
2950,800,18.6,Media,849.02,1.06,En observación
2951,3499,30.5,Alta,2301.17,0.66,Saludable
2952,3608,21.6,Baja,1782.46,0.49,En observación
2953,5110,43.0,Alta,3087.71,0.6,Saludable
2954,3074,53.5,Baja,2662.72,0.87,En riesgo
2955,4835,36.3,Baja,3731.22,0.77,En riesgo
2956,2681,8.8,Baja,2359.65,0.88,En observación
2957,1823,42.3,Media,1918.78,1.05,En observación
2958,2273,31.8,Media,1479.5,0.65,En observación
2959,4150,5.9,Alta,2033.89,0.49,Saludable
2960,3467,35.2,Alta,3770.5,1.09,En observación
2961,4397,15.4,Alta,3905.54,0.89,Saludable
2962,3607,28.4,Media,3375.92,0.94,En observación
2963,800,26.8,Alta,667.47,0.83,En observación
2964,5348,36.6,Media,3468.22,0.65,Saludable
2965,3144,45.4,Baja,2136.13,0.68,En observación
2966,4132,14.8,Baja,3562.54,0.86,En riesgo
2967,3241,13.1,Media,2391.9,0.74,Saludable
2968,4005,36.8,Media,4211.72,1.05,En observación
2969,4113,17.1,Baja,2820.87,0.69,Saludable
2970,3208,25.4,Media,2578.77,0.8,En observación
2971,3625,25.0,Baja,2502.45,0.69,En observación
2972,3561,41.4,Alta,2593.42,0.73,En observación
2973,3229,19.3,Baja,2212.56,0.69,En riesgo
2974,2131,25.8,Baja,1449.62,0.68,En observación
2975,3003,34.2,Alta,1327.83,0.44,Saludable
2976,4449,11.4,Media,1519.63,0.34,Saludable
2977,3136,68.7,Alta,2658.66,0.85,En observación
2978,2466,29.2,Baja,1962.11,0.8,En observación
2979,3298,19.2,Baja,1818.26,0.55,En observación
2980,4661,42.6,Baja,3977.65,0.85,En observación
2981,4572,34.6,Baja,3539.23,0.77,En observación
2982,2755,31.1,Baja,3276.18,1.19,En riesgo
2983,2583,17.5,Alta,1708.61,0.66,En observación
2984,2901,43.6,Baja,1979.45,0.68,En observación
2985,4688,21.4,Media,2975.0,0.63,En observación
2986,4977,41.9,Alta,4438.04,0.89,En observación
2987,6527,30.7,Alta,5573.45,0.85,Saludable
2988,2263,12.0,Alta,2216.23,0.98,Saludable
2989,2897,0.0,Baja,1739.27,0.6,Saludable
2990,5577,35.9,Baja,3346.39,0.6,En riesgo
2991,3527,30.6,Alta,1881.72,0.53,Saludable
2992,2262,30.7,Baja,1728.21,0.76,En riesgo
2993,4078,0.0,Media,3251.29,0.8,Saludable
2994,2051,17.8,Media,1293.36,0.63,Saludable
2995,3805,8.8,Baja,3098.03,0.81,En riesgo
2996,1506,25.7,Alta,445.44,0.3,Saludable
2997,4464,40.8,Baja,3410.16,0.76,En riesgo
2998,7319,55.7,Baja,4800.87,0.66,En observación
2999,2891,15.8,Baja,2403.12,0.83,En observación
3000,3391,42.6,Alta,2481.79,0.73,Saludable
3001,5262,1.8,Media,3636.03,0.69,Saludable
3002,3524,32.7,Baja,3030.21,0.86,En observación
3003,2948,23.9,Alta,1886.51,0.64,Saludable
3004,2530,42.7,Alta,1906.15,0.75,En observación
3005,4428,19.1,Media,3829.66,0.86,En observación
3006,2606,37.9,Alta,2210.89,0.85,En observación
3007,4949,37.4,Alta,2707.27,0.55,En observación
3008,1395,44.2,Alta,1154.55,0.83,Saludable
3009,3314,28.8,Media,3264.31,0.99,En observación
3010,3107,0.0,Baja,3300.43,1.06,En observación
3011,3990,28.5,Media,2922.12,0.73,En observación
3012,6007,33.8,Baja,5213.56,0.87,En riesgo
3013,5026,23.1,Alta,4742.38,0.94,En observación
3014,5124,20.1,Alta,3687.74,0.72,Saludable
3015,1444,53.9,Baja,1079.81,0.75,En riesgo
3016,2634,10.1,Media,1689.12,0.64,Saludable
3017,4510,32.4,Media,3663.97,0.81,En observación
3018,4244,52.2,Media,3721.4,0.88,En riesgo
3019,3941,7.5,Baja,2214.68,0.56,En observación
3020,3484,36.6,Alta,3664.32,1.05,En observación
3021,5388,31.4,Alta,3258.13,0.6,Saludable
3022,2293,53.4,Alta,2045.98,0.89,En observación
3023,5354,0.0,Baja,4582.3,0.86,Saludable
3024,3489,25.3,Alta,3032.33,0.87,En observación
3025,5518,21.0,Alta,4842.82,0.88,En observación
3026,1047,16.2,Media,757.0,0.72,En observación
3027,4196,12.5,Alta,3041.02,0.72,En observación
3028,3667,25.1,Media,3074.83,0.84,En observación
3029,2816,37.5,Baja,1945.29,0.69,En riesgo
3030,3755,37.2,Media,2303.12,0.61,En observación
3031,4918,28.8,Alta,3940.82,0.8,Saludable
3032,4848,20.9,Alta,3517.67,0.73,En observación
3033,5259,22.1,Media,5799.33,1.1,En observación
3034,1936,35.5,Alta,1318.53,0.68,En observación
3035,3436,31.1,Media,2013.2,0.59,En observación
3036,1766,13.4,Alta,1441.28,0.82,En observación
3037,2971,40.5,Media,2802.25,0.94,En riesgo
3038,3033,13.6,Media,1069.56,0.35,Saludable
3039,5267,13.1,Baja,4614.09,0.88,En observación
3040,3659,40.6,Media,2309.89,0.63,En observación
3041,2877,40.6,Media,2279.61,0.79,En observación
3042,5838,39.9,Baja,3653.05,0.63,En observación
3043,3386,31.2,Alta,4078.14,1.2,En observación
3044,800,21.9,Media,321.74,0.4,Saludable
3045,800,16.9,Baja,381.02,0.48,En observación
3046,3501,34.5,Baja,2559.86,0.73,En observación
3047,4270,58.8,Media,3517.02,0.82,En observación
3048,1358,16.4,Alta,1129.24,0.83,En observación
3049,3891,42.0,Baja,3413.89,0.88,En riesgo
3050,2512,32.6,Media,1500.4,0.6,En observación
3051,3996,55.2,Baja,2054.94,0.51,En riesgo
3052,5722,41.4,Alta,5149.4,0.9,En observación
3053,5448,13.7,Media,2726.9,0.5,Saludable
3054,800,48.5,Media,775.78,0.97,En observación
3055,2944,28.9,Alta,2235.57,0.76,En observación
3056,4337,27.4,Alta,3989.06,0.92,En observación
3057,2590,50.0,Baja,1309.28,0.51,En observación
3058,4950,19.2,Media,3988.31,0.81,En observación
3059,2209,28.9,Baja,1594.52,0.72,En observación
3060,6953,18.6,Media,6472.46,0.93,En observación
3061,1870,31.5,Baja,1620.98,0.87,En riesgo
3062,5843,74.2,Media,4645.73,0.8,En observación
3063,4179,26.0,Alta,3830.78,0.92,Saludable
3064,7053,42.8,Baja,3151.84,0.45,En observación
3065,4724,47.6,Media,2461.19,0.52,En observación
3066,800,28.7,Media,760.13,0.95,En observación
3067,1240,32.2,Baja,795.03,0.64,En observación
3068,2172,18.4,Alta,838.87,0.39,Saludable
3069,3259,12.2,Alta,2557.94,0.78,En observación
3070,3177,34.0,Baja,2539.05,0.8,En observación
3071,6585,22.9,Baja,5716.44,0.87,En riesgo
3072,3291,39.1,Media,2613.87,0.79,En observación
3073,3002,20.8,Media,2001.99,0.67,Saludable
3074,5190,54.0,Alta,4806.15,0.93,En riesgo
3075,2983,20.5,Alta,1819.2,0.61,Saludable
3076,3841,28.8,Alta,3776.19,0.98,En observación
3077,2242,19.8,Baja,1956.73,0.87,En riesgo
3078,4328,58.5,Baja,4519.74,1.04,En riesgo
3079,2242,10.4,Baja,1525.17,0.68,En observación
3080,6240,36.3,Alta,5992.71,0.96,En observación
3081,4434,42.4,Alta,1745.55,0.39,Saludable
3082,4925,34.1,Alta,2633.04,0.53,Saludable
3083,2951,28.9,Alta,1743.73,0.59,Saludable
3084,4260,40.1,Baja,1388.48,0.33,Saludable
3085,3043,38.6,Media,2550.22,0.84,En observación
3086,2925,25.1,Baja,1810.28,0.62,En observación
3087,2119,42.8,Media,1668.53,0.79,En observación
3088,2515,9.7,Media,1593.06,0.63,Saludable
3089,800,27.0,Baja,733.11,0.92,En riesgo
3090,2756,30.7,Baja,1791.1,0.65,En observación
3091,5810,44.5,Baja,4902.15,0.84,En observación
3092,4625,4.7,Alta,3258.67,0.7,Saludable
3093,4611,40.0,Baja,3702.95,0.8,En observación
3094,4307,15.7,Alta,2575.41,0.6,Saludable
3095,3760,2.6,Media,3128.04,0.83,En observación
3096,3384,65.6,Baja,2122.01,0.63,En riesgo
3097,2907,28.9,Alta,2008.24,0.69,Saludable
3098,2680,28.5,Alta,2602.66,0.97,En observación
3099,5503,18.4,Alta,3438.02,0.62,Saludable
3100,6177,27.5,Baja,3156.75,0.51,En observación
3101,4636,40.3,Media,3309.92,0.71,En observación
3102,800,31.6,Baja,723.94,0.9,En observación
3103,2245,2.0,Alta,2326.23,1.04,Saludable
3104,3862,39.1,Media,3947.63,1.02,En observación
3105,2691,32.6,Media,2640.23,0.98,En observación
3106,2068,6.9,Media,1096.38,0.53,Saludable
3107,3019,20.9,Media,1875.18,0.62,En observación
3108,3141,25.9,Alta,3118.63,0.99,En observación
3109,1085,34.9,Alta,662.03,0.61,Saludable
3110,3964,26.8,Media,3137.44,0.79,En observación
3111,3942,20.3,Media,2510.05,0.64,Saludable
3112,2219,59.4,Media,1347.91,0.61,En observación
3113,3980,28.3,Media,2844.88,0.71,En observación
3114,4324,22.1,Alta,2912.62,0.67,Saludable
3115,4812,25.4,Media,2055.84,0.43,Saludable
3116,1194,62.8,Media,687.96,0.58,En observación
3117,3887,25.7,Baja,2712.33,0.7,En observación
3118,5789,41.5,Alta,5882.39,1.02,En observación
3119,3976,32.3,Media,3233.27,0.81,En observación
3120,3169,23.9,Media,2681.34,0.85,Saludable
3121,3145,28.0,Baja,1837.73,0.58,En observación
3122,1907,28.0,Media,1530.88,0.8,En observación
3123,3484,44.0,Media,3052.36,0.88,En observación
3124,1866,8.5,Media,1435.27,0.77,Saludable
3125,4879,41.2,Baja,3497.12,0.72,En observación
3126,4266,14.7,Alta,2617.09,0.61,Saludable
3127,3292,47.6,Baja,2466.01,0.75,En observación
3128,1212,38.3,Alta,738.75,0.61,Saludable
3129,2969,42.6,Baja,2142.72,0.72,En observación
3130,4229,61.6,Baja,3848.05,0.91,En riesgo
3131,3505,22.1,Media,2029.4,0.58,Saludable
3132,2342,39.8,Alta,1304.93,0.56,En observación
3133,4628,30.3,Alta,3471.27,0.75,Saludable
3134,3905,46.3,Alta,2434.5,0.62,Saludable
3135,4555,34.9,Alta,2497.8,0.55,Saludable
3136,2211,19.1,Media,1529.43,0.69,En observación
3137,2524,18.6,Media,1789.06,0.71,En observación
3138,3026,47.4,Baja,2546.25,0.84,En observación
3139,4286,39.1,Baja,2879.11,0.67,En observación
3140,3512,29.9,Media,1924.94,0.55,Saludable
3141,3369,26.5,Baja,2273.71,0.67,En observación
3142,1846,23.5,Media,1561.71,0.85,En observación
3143,992,22.9,Alta,552.91,0.56,Saludable
3144,3978,5.1,Baja,3526.98,0.89,En observación
3145,5839,29.3,Media,3069.27,0.53,Saludable
3146,4022,24.1,Alta,2946.53,0.73,En observación
3147,2451,30.9,Alta,2464.66,1.01,En observación
3148,1090,37.6,Alta,589.32,0.54,En observación
3149,2266,74.5,Media,2298.01,1.01,En riesgo
3150,3530,41.3,Media,3145.44,0.89,En observación
3151,5378,28.2,Media,3678.5,0.68,En observación
3152,4788,35.5,Alta,3842.04,0.8,En observación
3153,800,34.7,Alta,631.47,0.79,En observación
3154,1207,53.4,Alta,921.63,0.76,En observación
3155,6014,38.4,Media,4943.91,0.82,En observación
3156,2775,29.6,Media,1723.85,0.62,En observación
3157,800,36.4,Baja,582.47,0.73,En observación
3158,3830,8.5,Alta,4202.54,1.1,En observación
3159,3281,15.5,Media,2474.89,0.75,En observación
3160,5054,42.8,Baja,4287.57,0.85,En observación
3161,1325,27.0,Baja,937.49,0.71,En riesgo
3162,3964,54.2,Alta,3827.43,0.97,En observación
3163,807,50.8,Alta,802.71,0.99,En observación
3164,5764,35.7,Media,4489.71,0.78,En riesgo
3165,5517,39.8,Baja,4607.68,0.84,En riesgo
3166,2900,29.2,Alta,1703.99,0.59,Saludable
3167,2950,20.5,Alta,2285.11,0.77,Saludable
3168,4253,5.7,Baja,3102.97,0.73,En observación
3169,3034,27.4,Alta,1409.77,0.46,Saludable
3170,4471,37.4,Baja,4189.2,0.94,En riesgo
