id_interno,codigo_autorizacion,descripcion,valor,categoria,desc_limpia
3990,10355692,COMPRA TBK PRONTO COPEC,6.27,Alimentación,compra tbk pronto copec
3991,94258614,PAGO AUTOMATICO AGUAS ANDINAS,31.32,Servicios,pago automatico aguas andinas
3992,71303454,DEBITO UBER TRIP,45.82,Transporte,debito uber trip
3993,71717488,ABONO TIENDA ONLINE,113.6,Educación,abono tienda online
3994,83499395,PAGO AUTOM4TICO UDEMY COURseS,69.54,Educación,pago automtico udemy courses
3995,89119532,TEF ENVIADA CENTRO mEDICO,82.11,Salud,tef enviada centro medico
3996,22989735,TEF ENVIADA STEAM GAMES,44.77,Ocio,tef enviada steam games
3997,80248400,COMPRA TBK ESTACIONAMIENTO,53.53,Transporte,compra tbk estacionamiento
3998,96672678,DEBITO FARMACIA AHUMADA,61.71,Salud,debito farmacia ahumada
3999,86951198,PAGO WEB CONSULTA ESPECIALISTA,144.8,Salud,pago web consulta especialista
4000,44866307,COMPRA TBK CLINICA INDISA,122.69,Salud,compra tbk clinica indisa
4001,53478750,COMPRA TBK NETFLIX.COM,46.95,Ocio,compra tbk netflixcom
4002,90158913,PAGO AUTOMATiCO CENtRO MEDICO,45.05,Salud,pago automatico centro medico
4003,69272797,ABONO LIBRERIA UNIVERSITARIA,30.76,Educación,abono libreria universitaria
4004,45835671,COMPRA TBK LIDER EXPRESS,53.47,Alimentación,compra tbk lider express
4005,82353403,ABONO NETFLIX.COM,55.06,Ocio,abono netflixcom
4006,97592940,TEF ENVIADA MERCADO CENTRAL,17.24,Ocio,tef enviada mercado central
4007,62490143,COMPRA TBK PINTURAS SHERWIN,99.26,Vivienda,compra tbk pinturas sherwin
4008,76690193,PAGO WEB PLATAFORMA APRENDIZAJE,46.69,Educación,pago web plataforma aprendizaje
4009,58118532,PAGO AUTOMATICO CLINICA INDISA,99.2,Salud,pago automatico clinica indisa
4010,39832464,CARGO TC TAXI APP,23.94,Transporte,cargo tc taxi app
4011,31403749,COMPRA TBK SODIMAC HOME,266.91,Vivienda,compra tbk sodimac home
4012,54562374,TEF ENVIADA PAGO CUOTAS,25.01,Servicios,tef enviada pago cuotas
4013,94334607,PAGO AUTOMATICO DELIVERY COMIDA,14.72,Alimentación,pago automatico delivery comida
4014,48502327,CARGO TC RESTAURANT FANCY,41.61,Ocio,cargo tc restaurant fancy
4015,90747404,COMPRA TBK EASY PORTAL,110.51,Vivienda,compra tbk easy portal
4016,17218512,PAGO AUTOMATICO PRONTO COPEC,9.69,Alimentación,pago automatico pronto copec
4017,21632103,PAGO WEB SISTEMA DUOC,14.15,Educación,pago web sistema duoc
4018,27066088,TEF ENVIADA CINEMARK ONLINE,36.23,Ocio,tef enviada cinemark online
4019,26789758,COMPRA TBK TIENDA ONLINE,6.62,Ocio,compra tbk tienda online
4020,67630840,COMPRA TBK CONSULTA ESPECIALISTA,70.93,Salud,compra tbk consulta especialista
4021,44701832,ABONO INTEGRAMEDICA,53.69,Salud,abono integramedica
4022,29371183,CARGO TC NETFLIX.COM,58.82,Ocio,cargo tc netflixcom
4023,61381143,ABONO ARRIENDO DEPT,338.83,Vivienda,abono arriendo dept
4024,41755622,PAGO WEB LIDER EXPRESS,5.38,Alimentación,pago web lider express
4025,29985122,DEBITO ARRIENDO DEPT,140.82,Vivienda,debito arriendo dept
4026,65006761,COMPRA TBK CENTRO MEDICO,84.87,Salud,compra tbk centro medico
4027,26940639,ABONO AUTOPISTA CENTRAL,50.43,Transporte,abono autopista central
4028,10509134,PAGO AUTOMATICO CINEMARK ONLINE,33.02,Ocio,pago automatico cinemark online
4029,57121480,DEBITO TALLER AUTOMOTRIZ,140.46,Servicios,debito taller automotriz
4030,47052406,TEF ENVIADA TALLER AUTOMOTRIZ,147.7,Servicios,tef enviada taller automotriz
4031,69323945,PAGO AUTOMATICO CURSO IDIOMAS,81.49,Educación,pago automatico curso idiomas
4032,73525919,ABONO CLARO TELECOM,75.39,Servicios,abono claro telecom
4033,95780153,TEF ENVIADA DELIVERY COMIDA,16.42,Alimentación,tef enviada delivery comida
4034,24610015,PAGO AUTOMATICO JUMBO BILBAO,49.35,Alimentación,pago automatico jumbo bilbao
4035,26851582,CARGO TC OPTICA VISION,42.94,Salud,cargo tc optica vision
4036,17200455,ABONO CLARO TELECOM,53.01,Servicios,abono claro telecom
4037,24826072,PAGO WEB SERVICIOS GENERALES,102.79,Vivienda,pago web servicios generales
4038,57819136,ABONO CENTRO MEDICO,32.91,Salud,abono centro medico
4039,98573608,COMPRA TBK CLINICA INDISA,106.73,Salud,compra tbk clinica indisa
4040,26606060,DEBITO CLARO TELECOM,24.15,Servicios,debito claro telecom
4041,83377097,PAGO AUTOMATICO COMPRA EN AMAZON,35.27,Ocio,pago automatico compra en amazon
4042,99750066,PAGO AUTOMATICO MATRICULA UNIV,70.06,Educación,pago automatico matricula univ
4043,48587625,CARGO TC INTEGRAMEDICA,80.06,Salud,cargo tc integramedica
4044,18693668,ABONO PAGO CUOTAS,83.95,Servicios,abono pago cuotas
4045,12454378,PAGO WEB CENtRO MEDICO,58.62,Salud,pago web centro medico
4046,31608767,COMPRA TBK LIDER EXPRESS,49.83,Alimentación,compra tbk lider express
4047,47442168,TEF ENVIADA EXAMENES MED,21.52,Salud,tef enviada examenes med
4048,25899950,TEF ENVIADA CINEMARK ONLINE,43.95,Ocio,tef enviada cinemark online
4049,80852543,PAGO WEB PRONTO COPEC,28.31,Alimentación,pago web pronto copec
4050,96148994,PAGO AUTOMATICO GASCO LIQUADO,132.12,Servicios,pago automatico gasco liquado
4051,18386188,COMPRA TBK SODIMAC HOME,399.83,Vivienda,compra tbk sodimac home
4052,89487318,PAGO WEB SHELL RUTA 5,39.26,Transporte,pago web shell ruta 
4053,14353181,COMPRA TBK LIDER EXPRESS,56.61,Alimentación,compra tbk lider express
4054,42306457,PAGO AUTOMATICO CARGA BIP WEB,10.88,Transporte,pago automatico carga bip web
4055,72630658,DEBITO EVENTO DEPORTIVO,46.91,Ocio,debito evento deportivo
4056,24087799,COMPRA TBK PAGO CUOTAS,133.85,Educación,compra tbk pago cuotas
4057,57617569,TEF ENVIADA TALLER AUTOMOTRIZ,105.72,Servicios,tef enviada taller automotriz
4058,23223422,DEBITO UDEMY COURSES,91.46,Educación,debito udemy courses
4059,58943645,ABONO OPTICA VISION,138.98,Salud,abono optica vision
4060,68726901,COMPRA TBK SPOTIFY PREMIUM,23.74,Ocio,compra tbk spotify premium
4061,73424351,DEBITO CLINICA INDISA,139.17,Salud,debito clinica indisa
4062,69544431,DEBITO TIENDA ONLINE,83.16,Educación,debito tienda online
4063,90362099,TEF ENVIADA MERCADO CENTRAL,46.82,Alimentación,tef enviada mercado central
4064,65767703,PAGO AUTOMATICO STEAM GAMES,10.82,Ocio,pago automatico steam games
4065,92620334,DEBITO TIENDA ONLINE,30.85,Alimentación,debito tienda online
4066,89956438,TEF ENVIADA VTR BANDA ANCHA,133.08,Servicios,tef enviada vtr banda ancha
4067,26188599,CARGO TC PAGO CUOTAS,84.97,Educación,cargo tc pago cuotas
4068,70050178,ABONO REPARACIONES HOGAR,357.41,Vivienda,abono reparaciones hogar
4069,48493103,COMPRA TBK COLEGIO MENSUALIDAD,86.58,Educación,compra tbk colegio mensualidad
4070,72481316,CARGO TC MERCADO CENTRAL,52.69,Ocio,cargo tc mercado central
4071,44479616,COMPRA TBK UDEMY COURSES,103.68,Educación,compra tbk udemy courses
4072,38626933,ABONO INTEGRAMEDICA,132.69,Salud,abono integramedica
4073,88528134,ABONO UBER TRIP,7.09,Transporte,abono uber trip
4074,71188911,PAGO WEB SERVICIOS GENERALES,140.85,Vivienda,pago web servicios generales
4075,69389198,COMPRA TBK EVENTO DEPORTIVO,42.52,Ocio,compra tbk evento deportivo
4076,25890596,PAGO AUTOMATICO FARMACIA AHUMADA,44.43,Salud,pago automatico farmacia ahumada
4077,29063958,DEBITO SERVICIO TECNICO,22.52,Servicios,debito servicio tecnico
4078,50022624,ABONO LIDER EXPRESS,50.29,Alimentación,abono lider express
4079,11294689,COMPRA TBK EASY PORTAL,126.15,Vivienda,compra tbk easy portal
4080,44631884,ABONO CRUZ VERDE LOCAL,134.99,Salud,abono cruz verde local
4081,25100330,ABONO CARGA BIP WEB,39.1,Transporte,abono carga bip web
4082,82723098,PAGO WEB GASCO LIQUADO,129.74,Servicios,pago web gasco liquado
4083,20011871,TEF ENVIADA C0LEGIO MENSUALID4D,123.97,Educación,tef enviada clegio mensualidd
4084,59432517,COMPRA TBK INTEGRAMEDICA,137.62,Salud,compra tbk integramedica
4085,83826394,DEBITO PAGO CUOTAS,396.21,Vivienda,debito pago cuotas
4086,42892474,PAGO AUTOMATICO BAR LA ESQUINA,17.71,Ocio,pago automatico bar la esquina
4087,51588462,ABONO TIENDA ONLINE,86.99,Servicios,abono tienda online
4088,76930209,CARGO TC JUMBO BILBAO,28.13,Alimentación,cargo tc jumbo bilbao
4089,88545261,PAGO AUTOMATICO VTR BANDA ANCHA,120.21,Servicios,pago automatico vtr banda ancha
4090,84062621,CARGO TC AGUAS ANDINAS,57.17,Servicios,cargo tc aguas andinas
4091,20248868,TEF ENVIADA SPOTIFY PREMIUM,54.82,Ocio,tef enviada spotify premium
4092,41435163,ABONO REPARACIONES HOGAR,257.3,Vivienda,abono reparaciones hogar
4093,55817390,PAGO AUTOMATICO TIENDA ONLINE,60.72,Servicios,pago automatico tienda online
4094,16122267,ABONO TAXI APP,46.93,Transporte,abono taxi app
4095,61452687,PAGO AUTOMATICO TIENDA ONLINE,12.64,Servicios,pago automatico tienda online
4096,59635288,PAGO AUTOMATICO EXAMENES MED,118.04,Salud,pago automatico examenes med
4097,58063777,PAGO AUTOMATICO PAGO CUOTAS,72.63,Vivienda,pago automatico pago cuotas
4098,77114266,PAGO AUTOMATICO JUMBO BILBAO,30.51,Alimentación,pago automatico jumbo bilbao
4099,97555419,ABONO CENTRO MEDICO,77.3,Salud,abono centro medico
4100,18214317,PAGO AUTOMATICO STEAM GAMES,16.91,Ocio,pago automatico steam games
4101,81145634,CARGO TC REPARACIONES HOGAR,55.58,Vivienda,cargo tc reparaciones hogar
4102,50495382,CARGO TC ESTACIONAMIENTO,32.68,Transporte,cargo tc estacionamiento
4103,16685457,DEBITO OPTICA VISION,32.68,Salud,debito optica vision
4104,62939127,CARGO TC AUTOPISTA CENTRAL,42.69,Transporte,cargo tc autopista central
4105,79282441,PAGO AUTOMATICO CONDOMINIO GGCC,341.87,Vivienda,pago automatico condominio ggcc
4106,28267938,PAGO AUTOMATICO MERCADO CENTRAL,5.57,Alimentación,pago automatico mercado central
4107,74187587,DEBITO TIENDA ONLINE,57.01,Ocio,debito tienda online
4108,83617061,CARGO TC GASCO LIQUADO,145.37,Servicios,cargo tc gasco liquado
4109,58068003,PAGO AUTOMATICO PAGO CUOTAS,261.31,Vivienda,pago automatico pago cuotas
4110,73778047,PAGO AUTOMATICO PEAJE TAG,38.41,Transporte,pago automatico peaje tag
4111,80238223,ABONO SODIMAC HOME,397.78,Vivienda,abono sodimac home
4112,54910445,TEF ENVIADA SISTEMA DUOC,119.22,Educación,tef enviada sistema duoc
4113,91065376,CARGO TC GASCO LIQUAD0,118.08,Servicios,cargo tc gasco liquad
4114,21248519,PAGO WEB ARRIENDO DEPT,384.95,Vivienda,pago web arriendo dept
4115,11185755,PAGO AUTOMATICO OPTICA VISION,54.0,Salud,pago automatico optica vision
4116,70429095,DEBITO ENTRETENIMIENTO PLUS,8.18,Ocio,debito entretenimiento plus
4117,77083557,PAGO WEB HOME CENTER,298.74,Vivienda,pago web home center
4118,20331334,TEF ENVIADA EXAMENES MED,92.14,Salud,tef enviada examenes med
4119,80728547,TEF ENVIADA ENEL DISTRIBUCION,46.35,Servicios,tef enviada enel distribucion
4120,64014743,PAGO AUTOMATICO VTR BANDA ANCHA,114.94,Servicios,pago automatico vtr banda ancha
4121,18004248,DEBITO ESTACIONAMIENTO,43.84,Transporte,debito estacionamiento
4122,20067840,PAGO AUTOMATICO UBER TRIP,50.98,Transporte,pago automatico uber trip
4123,67166869,DEBITO SERVICIO TECNICO,94.94,Servicios,debito servicio tecnico
4124,49530879,PAGO AUTOMATICO EASY PORTAL,105.17,Vivienda,pago automatico easy portal
4125,84153574,COMPRA TBK PLATAFORMA APRENDIZAJE,66.58,Educación,compra tbk plataforma aprendizaje
4126,23900306,COMPRA TBK SISTEMA DUOC,126.98,Educación,compra tbk sistema duoc
4127,34047950,TEF ENVIADA UDEMY COURSES,36.21,Educación,tef enviada udemy courses
4128,11867528,PAGO WEB TAXI APP,10.26,Transporte,pago web taxi app
4129,76498932,DEBITO CLINICA INDISA,126.04,Salud,debito clinica indisa
4130,12593999,PAGO WEB VERDU1ERIA DON PEPE,55.69,Alimentación,pago web verdueria don pepe
4131,69813891,PAGO AUTOMATICO AGUAS ANDINAS,134.19,Servicios,pago automatico aguas andinas
4132,88289539,DEBITO PEdIDOSYA CL,15.91,Alimentación,debito pedidosya cl
4133,44065154,ABONO TAXI APP,55.43,Transporte,abono taxi app
4134,69132249,ABONO ARRIENDO DEPT,105.97,Vivienda,abono arriendo dept
4135,84518625,PAGO AUTOMATICO OPTICA VISION,10.75,Salud,pago automatico optica vision
4136,53633699,COMPRA TBK GASOLINERA,19.31,Transporte,compra tbk gasolinera
4137,83825346,PAGO WEB AUTOPISTA CENTRAL,22.88,Transporte,pago web autopista central
4138,40181048,TEF ENVIADA COMPRA EN AMAZON,12.0,Ocio,tef enviada compra en amazon
4139,82600803,ABONO CINEMARK ONLINE,52.36,Ocio,abono cinemark online
4140,39824343,COMPRA TBK GASOLINERA,24.14,Transporte,compra tbk gasolinera
4141,67611344,ABONO PRONTO COPEC,8.27,Alimentación,abono pronto copec
4142,63033833,DEBITO TALLER AUTOMOTRIZ,100.42,Servicios,debito taller automotriz
4143,84217674,PAGO AUTOMATICO VTR BANDA ANCHA,100.23,Servicios,pago automatico vtr banda ancha
4144,93675181,PAGO WEB INTEGRAMEDICA,114.85,Salud,pago web integramedica
4145,10076576,COMPRA TBK PLATAFORMA APRENDIZAJE,80.79,Educación,compra tbk plataforma aprendizaje
4146,66196405,CARGO TC PAGO CUOTAS,114.75,Educación,cargo tc pago cuotas
4147,32769522,ABONO CENTRO MEDICO,16.24,Salud,abono centro medico
4148,85839021,DEBITO DELIVERY COMIDA,57.79,Alimentación,debito delivery comida
4149,59848952,PAgO WEB VTR BANDA ANCHA,118.73,Servicios,pago web vtr banda ancha
4150,33267008,P4GO WEB INTEGRAM3DICA,135.83,Salud,pgo web integramdica
4151,10880540,TEF ENVIADA INTEGRAMEDICA,144.04,Salud,tef enviada integramedica
4152,54477708,COMPRA TBK AUTOPISTA CENTrAL,23.92,Transporte,compra tbk autopista central
4153,40365698,PAGO WEB LIDER EXPRESS,59.41,Alimentación,pago web lider express
4154,14481563,ABONO CONSULTA ESPECIALISTA,41.65,Salud,abono consulta especialista
4155,85197111,ABONO HOME CENTER,149.69,Vivienda,abono home center
4156,42964310,PAGO WEB GASCO LIQUADO,36.98,Servicios,pago web gasco liquado
4157,31905860,ABONO CARGA BIP WEB,37.57,Transporte,abono carga bip web
4158,56549341,ABONO COPEC SANTIAGO,36.04,Transporte,abono copec santiago
4159,26955135,DEBITO MERCADO CENTRAL,50.74,Ocio,debito mercado central
4160,31701972,ABONO CLARO TELECOM,133.16,Servicios,abono claro telecom
4161,90321827,ABONO MERCADO CENTRAL,26.61,Alimentación,abono mercado central
4162,17575494,PAGO WEB TIENDA ONLINE,26.51,Servicios,pago web tienda online
4163,74575117,PAGO AUTOMATICO ESTACIONAMIENTO,30.29,Transporte,pago automatico estacionamiento
4164,11998162,CARGO TC PLATAFORMA APRENDIZAJE,63.75,Educación,cargo tc plataforma aprendizaje
4165,37266260,DEBITO LIBRERIA UNIVERSITARIA,136.24,Educación,debito libreria universitaria
4166,63086227,PAGO WEB FARMACIA AHUMADA,72.49,Salud,pago web farmacia ahumada
4167,41154502,COMPRA TBK STEAM GAMES,44.74,Ocio,compra tbk steam games
4168,73545725,ABONO TAXI APP,22.52,Transporte,abono taxi app
4169,43806025,DEBITO MERCADO CENTRAL,26.07,Ocio,debito mercado central
4170,70205894,PAGO WEB COPEC SANTIAGO,49.48,Transporte,pago web copec santiago
4171,31251926,COMPRA TBK COPEC SANTIAGO,41.29,Transporte,compra tbk copec santiago
4172,46303495,CARGO TC LIBRERIA UNIVERSITARIA,18.55,Educación,cargo tc libreria universitaria
4173,40906544,COMPRA TBK SHELL RUTA 5,52.3,Transporte,compra tbk shell ruta 
4174,38170117,CARGO TC CRUZ VERDE LOCAL,110.77,Salud,cargo tc cruz verde local
4175,50199913,PAGO WEB SHELL RUTA 5,18.08,Transporte,pago web shell ruta 
4176,75110960,PAGO WEB ENEL DISTRIBUCION,138.43,Servicios,pago web enel distribucion
4177,27025492,CARGO TC CONDOMINIO GGCC,181.03,Vivienda,cargo tc condominio ggcc
4178,22539199,ABONO BAR LA ESQUINA,32.59,Ocio,abono bar la esquina
4179,53128998,DEBITO CARGA BIP WEB,43.52,Transporte,debito carga bip web
4180,10996386,PAGO WEB COLEGIO MENSUALIDAD,52.35,Educación,pago web colegio mensualidad
4181,36611921,PAGO AUTOMATICO CUrS0 IDIOMAS,144.63,Educación,pago automatico curs idiomas
4182,84918996,PAGO WEB UBER TRIP,28.65,Transporte,pago web uber trip
4183,17671858,ABONO PEDIDOSYA CL,14.13,Alimentación,abono pedidosya cl
4184,68155333,DEBITO HOME CENTER,146.23,Vivienda,debito home center
4185,58221378,DEBITO PLATAFORMA APRENDIZAJE,112.93,Educación,debito plataforma aprendizaje
4186,33058100,ABONO SISTEMA DUOC,146.17,Educación,abono sistema duoc
4187,28116129,DEBITO CENTRO MEDICO,66.63,Salud,debito centro medico
4188,63405043,DEBITO COPEC SANTIAGO,31.52,Transporte,debito copec santiago
4189,50955675,ABONO COMPRA EN AMAZON,55.82,Ocio,abono compra en amazon
4190,60094372,ABONO BANCO DEL ESTADO,21.22,Servicios,abono banco del estado
4191,33167793,TEF ENVIADA PAGO CUOTAS,35.7,Educación,tef enviada pago cuotas
4192,34608959,ABONO CRUZ VERDE LOCAL,59.37,Salud,abono cruz verde local
4193,50248639,DEBITO BANCO DEL ESTADO,72.61,Servicios,debito banco del estado
4194,43816429,TEF ENVIADA PAGO CUOTAS,133.31,Educación,tef enviada pago cuotas
4195,32753536,COMPRA TBK NETFLIX.COM,48.61,Ocio,compra tbk netflixcom
4196,86960133,COMPRA TBK CARGA BIP WEB,14.63,Transporte,compra tbk carga bip web
4197,66036632,PAGO WEB JUMBO BILBAO,26.69,Alimentación,pago web jumbo bilbao
4198,63486022,COMPRA TBK SERVICIOS GENERALES,10.03,Servicios,compra tbk servicios generales
4199,87941905,ABONO SERVICIO TECNICO,60.58,Servicios,abono servicio tecnico
4200,48257465,COMPRA TBK UBER TRIP,40.59,Transporte,compra tbk uber trip
4201,21328270,PAGO WEB ALMACEN VECINAL,36.62,Alimentación,pago web almacen vecinal
4202,93105866,ABONO AUTOPISTA CENTRAL,14.77,Transporte,abono autopista central
4203,21655936,ABONO CARGA BIP WEB,57.23,Transporte,abono carga bip web
4204,12854500,ABONO tAXI APP,56.25,Transporte,abono taxi app
4205,52999440,PAGO AUTOMATICO ESTACIONAMIENTO,27.0,Transporte,pago automatico estacionamiento
4206,17367600,DEBITO EASY PORTAL,215.9,Vivienda,debito easy portal
4207,80561155,PAGO AUTOMATICO CONDOMINIO GGCC,299.63,Vivienda,pago automatico condominio ggcc
4208,40637769,COMPRA TBK CRUZ VERDE LOCAL,74.82,Salud,compra tbk cruz verde local
4209,67124503,PAGO AUTOMATICO CARGA BIP WEB,41.25,Transporte,pago automatico carga bip web
4210,36605629,DEBITO GASCO LIQUADO,120.11,Servicios,debito gasco liquado
4211,92841619,DEBITO JUMBO BILBAO,19.24,Alimentación,debito jumbo bilbao
4212,36850207,PAGO AUTOMATICO SPOTIFY PREMIUM,44.35,Ocio,pago automatico spotify premium
4213,48615169,CARGO TC REPARACIONES HOGAR,90.71,Vivienda,cargo tc reparaciones hogar
4214,73064663,PAGO AUTOMATICO STEAM GAMES,41.22,Ocio,pago automatico steam games
4215,66401411,CARGO TC HOME CENTER,363.0,Vivienda,cargo tc home center
4216,37974764,PAGO AUTOMATICO ENEL DISTRIBUCION,120.61,Servicios,pago automatico enel distribucion
4217,16040186,TEF ENVIADA LIBRERIA UNIVERSITARIA,124.63,Educación,tef enviada libreria universitaria
4218,55658304,PAGO AUTOMATICO EASY PORTAL,85.03,Vivienda,pago automatico easy portal
4219,76359158,COMPRA TBK CURSO IDIOMAS,96.76,Educación,compra tbk curso idiomas
4220,34528574,TEF ENVIADA SISTEMA DUOC,15.76,Educación,tef enviada sistema duoc
4221,51292413,PAGO WEB CARGA BIP WEB,19.66,Transporte,pago web carga bip web
4222,39396943,ABONO FARMACIA AHUMADA,47.61,Salud,abono farmacia ahumada
4223,62173273,ABONO REPARACIONES HOGAR,250.41,Vivienda,abono reparaciones hogar
4224,49382420,TEF ENVIADA SODIMAC HOME,320.45,Vivienda,tef enviada sodimac home
4225,28363062,PAGO AUTOMATICO INTEGRAMEDICA,68.52,Salud,pago automatico integramedica
4226,33213842,CARGO TC UDEMY COURSES,37.7,Educación,cargo tc udemy courses
4227,10431228,COMPRA TBK PINTURAS SHERWIN,258.47,Vivienda,compra tbk pinturas sherwin
4228,52003746,ABONO PEAJE TAG,31.49,Transporte,abono peaje tag
4229,47383278,COMPRA TBK CLINICA INDISA,42.82,Salud,compra tbk clinica indisa
4230,74015895,PAGO WEB TIENDA ONlINE,84.71,Servicios,pago web tienda online
4231,96911803,COMPRA TBK CENTRO MEDICO,98.91,Salud,compra tbk centro medico
4232,77805296,CARGO TC SPOTIFY PREMIUM,57.59,Ocio,cargo tc spotify premium
4233,16875885,CARGO TC LIBRERIA UNIVERSITARIA,65.47,Educación,cargo tc libreria universitaria
4234,97486496,PAGO WEB EASY PORTAL,387.06,Vivienda,pago web easy portal
4235,72727169,CARGO TC CENTRO MEDICO,28.39,Salud,cargo tc centro medico
4236,19011856,PAGO AUTOMATICO ARRIENDO DEPT,178.71,Vivienda,pago automatico arriendo dept
4237,79461592,PAGO WEB FARMACIA AHUMADA,114.52,Salud,pago web farmacia ahumada
4238,73804147,COMPRA TBK UDEMY COURSES,139.43,Educación,compra tbk udemy courses
4239,79393678,ABONO GASOLINERA,21.94,Transporte,abono gasolinera
4240,85443709,DEBITO MERCADO CENTRAL,26.18,Alimentación,debito mercado central
4241,67499502,CARGO TC INTEGRAMEDICA,14.66,Salud,cargo tc integramedica
4242,45837349,DEBITO ALMACEN VECINAL,55.32,Alimentación,debito almacen vecinal
4243,63198276,TEF ENVIADA TIENDA ONLINE,77.63,Educación,tef enviada tienda online
4244,73216979,COMPRA TBK ARRIENDO DEPT,295.3,Vivienda,compra tbk arriendo dept
4245,34616876,TEF ENVIADA TIENDA ONLINE,28.13,Alimentación,tef enviada tienda online
4246,20909520,PAGO WEB SERVICIOS GENERALES,96.0,Servicios,pago web servicios generales
4247,78057340,PAGO AUTOMATICO PAGO CUOTAS,70.33,Servicios,pago automatico pago cuotas
4248,90234648,ABONO PEAJE TAG,49.46,Transporte,abono peaje tag
4249,86858591,PAGO AUTOMATICO VERDULERIA DON PEPE,27.81,Alimentación,pago automatico verduleria don pepe
4250,92935461,DEBITO CLINICA INDISA,131.58,Salud,debito clinica indisa
4251,95469933,PAGO AUTOMaTICO CURSO IDIoMAS,52.38,Educación,pago automatico curso idiomas
4252,71124266,ABONO UBER TRIP,8.23,Transporte,abono uber trip
4253,20435361,PAGO AUTOMATICO MERCADO CENTRAL,34.98,Ocio,pago automatico mercado central
4254,37639825,COMPRA TBK PAGO CUOTAS,115.39,Vivienda,compra tbk pago cuotas
4255,87561798,PAGO AUTOMATICO LIDER EXPRESS,56.2,Alimentación,pago automatico lider express
4256,87875353,PAGO AUTOMATICO NETFLIX.COM,36.97,Ocio,pago automatico netflixcom
4257,86054522,ABONO PAGO CUOTAS,124.3,Servicios,abono pago cuotas
4258,66194219,COMPRA TBK ESTACIONAMIENTO,43.63,Transporte,compra tbk estacionamiento
4259,72230124,ABONO GASCO LIQUADO,22.66,Servicios,abono gasco liquado
4260,51333822,PAGO WEB NETFLIX.COM,38.59,Ocio,pago web netflixcom
4261,14054318,PAGO WEB TAXI APP,16.34,Transporte,pago web taxi app
4262,99237139,PAGO WEB COMPRA EN AMAZON,17.89,Ocio,pago web compra en amazon
4263,53867043,ABONO DELIVERY COMIDA,21.64,Alimentación,abono delivery comida
4264,91939357,DEBITO COMPrA EN AmAZON,58.81,Ocio,debito compra en amazon
4265,18524087,PAGO AUTOMATICO SODIMAC HOME,265.93,Vivienda,pago automatico sodimac home
4266,59373927,PAGO AUTOMATICO PAGO CUOTAS,46.18,Servicios,pago automatico pago cuotas
4267,46447411,TEF ENVIADA TIENDA ONLINE,42.48,Educación,tef enviada tienda online
4268,17288491,DEBITO LIBRERIA UNIVERSITARIA,107.63,Educación,debito libreria universitaria
4269,72533168,ABONO BANCO DEL ESTADO,111.46,Servicios,abono banco del estado
4270,10748986,PAGO AUTOMATICO VERDULERIA DON PEPE,26.25,Alimentación,pago automatico verduleria don pepe
4271,25287101,DEBITO PINTURAS SHERWIN,170.31,Vivienda,debito pinturas sherwin
4272,16953155,PAGO WEB MERCADO CENTRAL,10.66,Ocio,pago web mercado central
4273,98338052,ABONO BAR LA ESQUINA,12.81,Ocio,abono bar la esquina
4274,10197662,PAGO WEB BANCO DEL ESTADO,37.96,Servicios,pago web banco del estado
4275,90406762,COMPRA TBK SODIMAC HOME,392.06,Vivienda,compra tbk sodimac home
4276,16432263,COMPRA TBK PINTURAS SHERWIN,121.26,Vivienda,compra tbk pinturas sherwin
4277,18803339,COMPRA TBK TIENDA ONLINE,73.6,Educación,compra tbk tienda online
4278,65649232,PAGO WEB CONDOMINIO GGCC,242.59,Vivienda,pago web condominio ggcc
4279,80676013,ABONO BAR LA ESQUINA,22.94,Ocio,abono bar la esquina
4280,87772948,ABONO DELIVERY C0MIDA,58.13,Alimentación,abono delivery cmida
4281,94737809,DEBITO MATRICULA UNIV,48.59,Educación,debito matricula univ
4282,24787933,PAGO WEB VERdULERIA D0N PEPE,14.43,Alimentación,pago web verduleria dn pepe
4283,84822264,PAGO AUTOMATICO SERVICIOS GENERALES,61.58,Vivienda,pago automatico servicios generales
4284,71242137,TEF ENVIADA COPEC SANTIAGO,8.13,Transporte,tef enviada copec santiago
4285,45508991,PAGO AUTOMATICO VTR BANDA ANCHA,49.29,Servicios,pago automatico vtr banda ancha
4286,94585900,ABONO AUTOPISTA CENTRAL,40.8,Transporte,abono autopista central
4287,75035598,CARGO TC BAR LA ESQUINA,54.5,Ocio,cargo tc bar la esquina
4288,49625783,COMPRA TBK MCDONALDS WEB,49.58,Alimentación,compra tbk mcdonalds web
4289,60188705,CARGO TC CINEMARK ONLINE,16.82,Ocio,cargo tc cinemark online
4290,30966164,PAGO WEB UDEMY COURSES,143.96,Educación,pago web udemy courses
4291,17891837,TEF ENVI4DA rEPARACIONES HOGAr,137.47,Vivienda,tef envida reparaciones hogar
4292,49412227,COMPRA TBK PAGO CUOTAS,134.8,Vivienda,compra tbk pago cuotas
4293,51384518,ABONO CLINICA INDISA,15.88,Salud,abono clinica indisa
4294,44338557,DEBITO INTEGRAMEDICA,80.17,Salud,debito integramedica
4295,59286995,ABONO TIENDA ONLINE,47.84,Alimentación,abono tienda online
4296,46504170,TEF ENVIADA CRUZ VERDE LOCAL,127.66,Salud,tef enviada cruz verde local
4297,86498139,TEF ENVIADA TIENDA ONLINE,73.25,Educación,tef enviada tienda online
